screening_year,age_at_screening,priors,sex,race,recid,compas_recid
2014,42,5,Male,Caucasian,no,not high risk
2013,55,1,Male,Caucasian,no,not high risk
2013,31,0,Male,African-American,no,not high risk
2013,18,0,Male,Caucasian,no,not high risk
2014,33,2,Male,Caucasian,no,high risk
2013,57,13,Male,African-American,no,not high risk
2014,20,2,Female,African-American,no,not high risk
2013,40,0,Male,Hispanic,no,not high risk
2013,69,7,Male,Caucasian,no,not high risk
2013,57,0,Male,African-American,no,not high risk
2013,40,2,Male,Other,no,not high risk
2013,27,1,Male,African-American,no,not high risk
2013,40,0,Female,Caucasian,no,not high risk
2013,45,1,Male,Hispanic,no,not high risk
2013,51,0,Male,Other,no,not high risk
2013,43,1,Male,African-American,no,not high risk
2013,33,0,Male,Other,no,not high risk
2013,28,1,Male,Caucasian,yes,not high risk
2013,37,0,Male,African-American,no,not high risk
2013,47,1,Male,Caucasian,no,not high risk
2013,23,1,Female,Other,no,not high risk
2013,39,7,Male,African-American,no,not high risk
2013,25,0,Female,Caucasian,no,not high risk
2014,27,1,Male,African-American,no,not high risk
2013,32,5,Male,Hispanic,no,not high risk
2014,43,1,Male,African-American,no,high risk
2013,27,0,Female,African-American,no,not high risk
2013,42,3,Male,Caucasian,yes,not high risk
2013,21,2,Female,African-American,no,not high risk
2013,54,0,Male,Caucasian,no,not high risk
2013,21,14,Male,African-American,yes,high risk
2013,35,11,Male,African-American,no,not high risk
2013,19,0,Male,Caucasian,no,not high risk
2013,25,5,Male,African-American,no,high risk
2013,22,1,Male,Caucasian,no,not high risk
2013,50,1,Male,Hispanic,no,not high risk
2013,28,0,Male,African-American,no,not high risk
2013,30,0,Male,Caucasian,yes,not high risk
2013,32,5,Male,African-American,yes,not high risk
2013,31,0,Female,African-American,no,not high risk
2013,62,11,Male,African-American,no,high risk
2013,57,1,Male,Other,no,not high risk
2014,35,4,Female,African-American,no,not high risk
2013,30,1,Female,Caucasian,no,not high risk
2014,24,11,Male,Native American,yes,high risk
2013,22,3,Male,African-American,yes,high risk
2013,40,5,Male,African-American,no,high risk
2014,35,11,Male,African-American,yes,not high risk
2013,50,13,Male,African-American,no,not high risk
2013,40,4,Male,African-American,yes,not high risk
2013,27,1,Female,Caucasian,no,not high risk
2013,34,4,Male,Caucasian,yes,not high risk
2013,22,0,Male,Caucasian,no,not high risk
2013,23,1,Male,Hispanic,no,not high risk
2013,24,0,Female,Caucasian,no,not high risk
2013,55,1,Male,Caucasian,no,not high risk
2014,30,8,Male,African-American,no,not high risk
2014,36,0,Male,African-American,no,not high risk
2014,36,2,Male,Caucasian,no,not high risk
2014,55,9,Male,African-American,no,not high risk
2014,31,2,Male,African-American,yes,high risk
2014,56,1,Male,Caucasian,no,not high risk
2013,49,1,Male,Caucasian,no,not high risk
2013,50,2,Male,Caucasian,no,not high risk
2014,33,6,Male,African-American,yes,high risk
2013,37,1,Male,Caucasian,no,not high risk
2013,33,1,Male,Hispanic,no,high risk
2013,34,0,Male,African-American,no,not high risk
2013,36,0,Male,Caucasian,no,not high risk
2013,50,3,Female,Caucasian,no,not high risk
2014,58,1,Male,Other,no,not high risk
2013,34,2,Male,Hispanic,yes,not high risk
2014,42,0,Male,Hispanic,yes,not high risk
2013,20,6,Male,African-American,yes,not high risk
2013,25,2,Female,Caucasian,no,not high risk
2013,26,5,Male,African-American,no,not high risk
2013,35,12,Male,Caucasian,no,not high risk
2013,39,0,Male,African-American,no,not high risk
2014,23,0,Female,Caucasian,no,not high risk
2013,29,7,Male,African-American,yes,high risk
2013,32,1,Female,Caucasian,no,not high risk
2013,34,0,Male,Caucasian,no,not high risk
2013,30,2,Female,African-American,no,not high risk
2013,48,4,Female,Caucasian,no,not high risk
2013,36,3,Male,Caucasian,yes,not high risk
2013,32,5,Male,Hispanic,yes,not high risk
2013,37,3,Male,African-American,no,not high risk
2013,34,0,Male,Other,no,not high risk
2013,45,5,Male,Caucasian,yes,not high risk
2013,19,0,Female,Caucasian,no,not high risk
2013,60,10,Male,Caucasian,yes,not high risk
2013,35,16,Male,African-American,yes,high risk
2013,28,4,Male,African-American,yes,high risk
2013,20,0,Male,African-American,no,not high risk
2013,35,1,Male,Hispanic,no,not high risk
2013,45,0,Female,Caucasian,no,not high risk
2013,20,1,Male,Caucasian,yes,not high risk
2013,23,1,Male,Caucasian,no,not high risk
2013,62,0,Female,Caucasian,no,not high risk
2013,20,0,Female,African-American,no,not high risk
2013,31,0,Male,Hispanic,no,not high risk
2013,35,0,Female,Hispanic,no,not high risk
2013,46,0,Male,Hispanic,no,not high risk
2014,54,7,Male,African-American,no,not high risk
2014,32,5,Male,African-American,no,not high risk
2014,18,1,Male,African-American,no,not high risk
2013,44,9,Male,African-American,no,not high risk
2013,19,2,Male,African-American,yes,not high risk
2013,54,1,Male,Caucasian,no,not high risk
2013,37,21,Male,African-American,no,not high risk
2013,27,1,Female,African-American,no,not high risk
2013,18,4,Male,Caucasian,yes,not high risk
2014,37,22,Female,African-American,yes,high risk
2013,21,0,Male,African-American,no,not high risk
2013,42,0,Female,Caucasian,no,not high risk
2013,49,3,Male,African-American,no,not high risk
2013,24,0,Male,Caucasian,no,not high risk
2014,30,1,Male,African-American,no,not high risk
2013,47,0,Male,Caucasian,no,not high risk
2013,27,2,Male,African-American,no,not high risk
2013,27,6,Male,Asian,yes,not high risk
2013,53,12,Male,African-American,yes,not high risk
2013,27,0,Male,Caucasian,no,not high risk
2013,54,2,Male,Caucasian,no,not high risk
2013,31,4,Male,African-American,no,not high risk
2013,26,1,Male,African-American,no,not high risk
2013,26,1,Male,African-American,no,high risk
2014,36,0,Male,Caucasian,no,not high risk
2014,35,0,Male,Caucasian,no,not high risk
2013,27,0,Male,Hispanic,no,not high risk
2013,48,19,Male,African-American,no,high risk
2013,62,7,Male,African-American,no,not high risk
2013,30,1,Female,African-American,no,not high risk
2013,32,1,Male,African-American,no,not high risk
2013,54,1,Male,Caucasian,no,not high risk
2013,22,1,Male,Caucasian,no,not high risk
2014,21,7,Female,Hispanic,yes,high risk
2014,34,4,Female,African-American,yes,not high risk
2014,33,3,Male,Caucasian,yes,not high risk
2013,31,0,Male,African-American,no,not high risk
2013,44,0,Male,Caucasian,no,not high risk
2013,51,0,Female,Hispanic,no,not high risk
2014,29,6,Male,Other,no,not high risk
2014,34,1,Female,African-American,yes,not high risk
2013,22,0,Female,Caucasian,no,not high risk
2013,49,10,Male,Hispanic,no,not high risk
2013,21,3,Male,Hispanic,yes,not high risk
2014,31,7,Male,African-American,no,not high risk
2013,42,20,Male,African-American,yes,not high risk
2014,40,10,Male,African-American,yes,not high risk
2013,47,4,Male,African-American,no,not high risk
2014,39,0,Male,Caucasian,yes,high risk
2013,20,0,Male,African-American,no,not high risk
2014,29,3,Male,Caucasian,no,not high risk
2013,26,0,Female,African-American,no,not high risk
2013,41,0,Male,Caucasian,no,not high risk
2013,36,7,Male,African-American,yes,high risk
2013,22,2,Male,Caucasian,no,not high risk
2014,22,1,Male,African-American,no,not high risk
2013,43,1,Male,Caucasian,no,not high risk
2013,44,3,Male,Caucasian,no,not high risk
2013,51,2,Male,Caucasian,yes,not high risk
2013,32,0,Female,Caucasian,no,not high risk
2013,24,1,Male,Caucasian,no,not high risk
2013,31,3,Male,Hispanic,no,not high risk
2013,29,1,Male,African-American,no,not high risk
2013,26,0,Male,African-American,no,not high risk
2013,52,1,Female,African-American,no,not high risk
2013,23,0,Male,African-American,no,not high risk
2014,22,1,Male,African-American,no,not high risk
2013,26,0,Male,Caucasian,no,not high risk
2013,28,0,Male,Other,no,not high risk
2013,23,2,Male,Caucasian,yes,not high risk
2013,51,2,Male,Caucasian,no,not high risk
2014,31,14,Male,African-American,yes,high risk
2013,32,8,Male,African-American,yes,high risk
2014,23,0,Male,African-American,no,not high risk
2013,22,0,Male,African-American,no,not high risk
2013,50,0,Male,Caucasian,no,not high risk
2013,39,0,Male,Caucasian,no,not high risk
2013,21,1,Male,Caucasian,no,not high risk
2013,35,8,Male,Caucasian,no,not high risk
2013,21,0,Male,Caucasian,no,not high risk
2013,39,0,Male,African-American,no,not high risk
2013,29,4,Male,Caucasian,no,not high risk
2014,22,3,Male,Hispanic,yes,not high risk
2014,30,3,Female,African-American,no,not high risk
2013,38,13,Male,African-American,no,high risk
2013,39,1,Male,Hispanic,no,not high risk
2013,24,2,Male,African-American,no,not high risk
2013,29,1,Male,African-American,yes,not high risk
2014,36,2,Male,African-American,yes,not high risk
2013,27,2,Male,Caucasian,no,not high risk
2013,25,7,Male,African-American,yes,not high risk
2013,46,0,Male,African-American,no,not high risk
2014,48,0,Male,Caucasian,no,not high risk
2013,25,1,Female,Caucasian,yes,not high risk
2014,24,0,Male,African-American,yes,not high risk
2014,23,4,Male,African-American,yes,not high risk
2013,42,2,Male,Caucasian,no,not high risk
2013,34,2,Male,Other,no,not high risk
2014,22,0,Male,Hispanic,no,not high risk
2013,37,2,Male,Caucasian,no,not high risk
2013,57,1,Male,Caucasian,no,not high risk
2013,30,0,Female,Hispanic,no,not high risk
2013,28,6,Male,African-American,no,high risk
2013,50,18,Male,Hispanic,no,not high risk
2014,53,0,Male,Hispanic,no,not high risk
2014,34,4,Male,Caucasian,no,not high risk
2013,27,6,Male,Other,yes,high risk
2013,53,0,Male,Caucasian,no,not high risk
2013,20,1,Female,African-American,no,not high risk
2013,37,13,Female,African-American,yes,high risk
2013,29,2,Male,Caucasian,no,not high risk
2013,44,3,Male,Caucasian,no,not high risk
2013,19,1,Male,African-American,no,not high risk
2014,45,2,Male,Caucasian,no,not high risk
2013,25,5,Male,African-American,no,high risk
2014,32,4,Male,African-American,no,not high risk
2013,61,0,Male,Caucasian,no,not high risk
2013,20,0,Female,Caucasian,no,not high risk
2014,42,0,Female,Caucasian,no,not high risk
2013,18,1,Male,Hispanic,yes,high risk
2013,21,1,Male,African-American,no,not high risk
2013,49,1,Male,Caucasian,no,not high risk
2013,36,6,Male,Caucasian,no,not high risk
2013,22,1,Male,Caucasian,no,not high risk
2014,30,11,Male,African-American,yes,high risk
2013,33,0,Female,African-American,no,not high risk
2013,28,0,Male,Other,no,not high risk
2013,32,8,Male,Caucasian,no,not high risk
2013,37,4,Female,African-American,no,not high risk
2013,27,6,Male,African-American,no,not high risk
2013,48,0,Male,Caucasian,no,not high risk
2013,19,1,Male,Caucasian,no,not high risk
2013,27,2,Male,Caucasian,no,not high risk
2013,29,3,Male,Caucasian,yes,not high risk
2013,51,0,Male,Other,no,not high risk
2014,28,3,Male,African-American,no,not high risk
2013,45,10,Male,African-American,no,not high risk
2013,21,0,Male,African-American,no,high risk
2013,20,2,Male,Caucasian,yes,not high risk
2013,45,1,Male,Asian,no,not high risk
2013,18,0,Male,Other,no,not high risk
2014,46,2,Male,Caucasian,no,not high risk
2013,47,3,Male,Caucasian,no,not high risk
2013,36,2,Male,Caucasian,no,not high risk
2013,46,13,Male,African-American,no,not high risk
2014,56,2,Male,Caucasian,no,not high risk
2013,29,6,Male,African-American,no,high risk
2013,20,1,Male,African-American,no,not high risk
2013,29,0,Male,Other,yes,not high risk
2013,55,6,Male,Caucasian,no,not high risk
2013,29,0,Female,Caucasian,no,not high risk
2013,54,19,Male,African-American,no,not high risk
2013,55,12,Male,Caucasian,no,not high risk
2013,42,11,Male,African-American,no,not high risk
2013,40,0,Male,Caucasian,no,not high risk
2013,45,7,Male,Other,no,not high risk
2013,20,0,Male,Caucasian,no,not high risk
2013,26,0,Female,Caucasian,no,not high risk
2013,38,3,Male,African-American,no,not high risk
2013,22,1,Male,African-American,yes,not high risk
2013,31,3,Female,Caucasian,no,not high risk
2013,25,0,Male,African-American,no,not high risk
2013,37,4,Male,African-American,no,not high risk
2013,51,6,Female,Caucasian,no,not high risk
2013,24,4,Male,African-American,yes,not high risk
2014,24,2,Male,Caucasian,yes,high risk
2013,30,17,Male,African-American,yes,high risk
2013,24,0,Male,Caucasian,no,not high risk
2013,26,4,Male,African-American,yes,not high risk
2013,25,7,Male,African-American,no,not high risk
2014,22,0,Female,Caucasian,no,high risk
2013,18,0,Male,Caucasian,no,not high risk
2013,21,0,Female,Caucasian,no,not high risk
2013,45,0,Female,African-American,no,not high risk
2013,38,3,Female,Caucasian,no,not high risk
2014,52,7,Female,Caucasian,no,not high risk
2013,22,5,Female,African-American,no,high risk
2013,19,2,Female,Caucasian,no,not high risk
2014,30,7,Male,African-American,no,not high risk
2013,42,0,Male,African-American,no,not high risk
2013,25,1,Male,African-American,no,not high risk
2013,57,3,Male,African-American,no,not high risk
2013,46,0,Male,Caucasian,no,not high risk
2013,30,9,Male,African-American,no,not high risk
2013,27,10,Male,African-American,yes,not high risk
2013,48,0,Male,Caucasian,no,not high risk
2014,25,1,Female,African-American,no,high risk
2014,32,0,Male,African-American,no,high risk
2013,52,5,Male,African-American,yes,not high risk
2013,35,6,Male,African-American,no,not high risk
2013,30,0,Male,African-American,no,not high risk
2013,24,0,Female,African-American,no,not high risk
2013,30,0,Male,Caucasian,no,not high risk
2014,24,0,Male,African-American,no,not high risk
2013,26,0,Male,African-American,no,not high risk
2013,29,1,Male,African-American,no,not high risk
2013,34,4,Male,Caucasian,no,not high risk
2013,28,15,Male,African-American,no,high risk
2013,28,6,Male,African-American,no,not high risk
2013,33,2,Female,Caucasian,no,not high risk
2013,33,4,Male,African-American,no,not high risk
2014,35,1,Female,African-American,no,not high risk
2013,31,5,Male,Caucasian,yes,not high risk
2013,48,12,Female,African-American,yes,not high risk
2013,42,1,Female,African-American,no,not high risk
2013,67,0,Male,African-American,no,not high risk
2013,23,2,Male,African-American,no,not high risk
2014,21,4,Male,African-American,no,high risk
2014,24,5,Male,Caucasian,no,not high risk
2013,19,2,Male,African-American,yes,not high risk
2013,23,0,Male,African-American,no,not high risk
2013,20,2,Female,Caucasian,no,not high risk
2013,43,1,Female,Caucasian,yes,not high risk
2013,24,1,Female,African-American,no,not high risk
2013,42,7,Male,Caucasian,no,not high risk
2013,39,1,Male,African-American,no,not high risk
2013,46,3,Male,Caucasian,no,not high risk
2013,26,0,Male,Hispanic,no,not high risk
2013,49,1,Female,Caucasian,no,not high risk
2014,35,4,Male,Hispanic,yes,not high risk
2013,22,1,Male,African-American,yes,not high risk
2014,45,1,Male,Hispanic,no,not high risk
2013,21,1,Male,African-American,no,not high risk
2014,20,1,Male,African-American,yes,high risk
2013,45,0,Male,African-American,no,not high risk
2013,36,1,Female,Caucasian,no,not high risk
2013,21,0,Female,Other,no,not high risk
2013,19,0,Male,African-American,yes,not high risk
2013,33,4,Male,African-American,no,high risk
2013,35,2,Male,Caucasian,no,not high risk
2013,52,2,Male,Other,no,not high risk
2013,21,1,Male,Hispanic,no,not high risk
2013,41,0,Female,Caucasian,yes,not high risk
2013,61,0,Male,Caucasian,no,not high risk
2013,42,0,Female,Other,no,not high risk
2013,47,1,Male,African-American,no,not high risk
2013,42,3,Female,African-American,no,not high risk
2014,31,0,Male,Asian,no,not high risk
2013,41,2,Male,Hispanic,no,not high risk
2013,48,3,Male,African-American,no,not high risk
2013,47,0,Male,African-American,no,not high risk
2013,30,2,Male,Caucasian,no,not high risk
2014,51,0,Female,Caucasian,no,not high risk
2014,31,14,Male,Caucasian,no,high risk
2013,32,3,Male,Caucasian,no,not high risk
2013,18,1,Male,African-American,yes,high risk
2013,30,5,Male,African-American,no,not high risk
2013,29,9,Male,African-American,yes,not high risk
2014,43,1,Male,Caucasian,no,not high risk
2014,27,0,Female,African-American,no,high risk
2013,41,3,Male,African-American,no,not high risk
2014,25,0,Female,African-American,no,not high risk
2014,24,1,Male,Caucasian,no,not high risk
2014,28,0,Female,African-American,no,not high risk
2013,29,0,Male,African-American,no,not high risk
2013,24,5,Male,Caucasian,no,not high risk
2013,59,1,Female,Other,no,not high risk
2013,18,0,Male,African-American,no,not high risk
2013,28,0,Male,Caucasian,no,not high risk
2014,54,3,Male,African-American,no,not high risk
2013,41,0,Female,African-American,no,not high risk
2013,22,6,Female,Caucasian,no,not high risk
2013,18,0,Female,African-American,no,not high risk
2014,33,1,Male,African-American,no,not high risk
2014,21,0,Male,African-American,no,not high risk
2013,38,2,Female,Hispanic,no,not high risk
2014,19,2,Female,African-American,no,not high risk
2014,37,9,Male,African-American,yes,not high risk
2013,33,9,Male,Caucasian,yes,not high risk
2013,29,3,Male,African-American,no,not high risk
2013,20,2,Male,Hispanic,no,not high risk
2013,19,3,Male,Caucasian,yes,high risk
2013,66,5,Female,African-American,no,not high risk
2013,23,2,Female,Caucasian,no,not high risk
2014,49,0,Male,African-American,yes,not high risk
2014,22,0,Male,African-American,no,not high risk
2014,49,14,Male,African-American,no,not high risk
2014,33,0,Male,Other,no,not high risk
2013,25,5,Male,Caucasian,no,not high risk
2013,18,0,Male,African-American,no,not high risk
2013,28,0,Female,African-American,no,not high risk
2013,54,0,Male,African-American,no,not high risk
2014,33,3,Male,Hispanic,yes,not high risk
2014,37,0,Male,Caucasian,no,not high risk
2013,20,1,Male,African-American,no,not high risk
2013,27,0,Female,Hispanic,yes,not high risk
2013,34,2,Male,Caucasian,no,not high risk
2014,25,4,Male,African-American,yes,not high risk
2013,58,2,Male,African-American,no,not high risk
2013,18,1,Male,Caucasian,no,not high risk
2013,26,3,Male,African-American,no,not high risk
2013,25,2,Male,African-American,yes,not high risk
2013,53,0,Male,Caucasian,yes,not high risk
2013,25,2,Male,Hispanic,yes,not high risk
2014,20,0,Female,Hispanic,no,not high risk
2013,42,5,Male,African-American,no,not high risk
2014,23,1,Male,African-American,yes,not high risk
2013,44,1,Male,African-American,no,not high risk
2013,54,1,Male,Caucasian,no,not high risk
2013,51,6,Male,Caucasian,no,not high risk
2013,39,0,Female,Caucasian,no,not high risk
2013,32,5,Male,Caucasian,no,not high risk
2013,50,1,Male,Caucasian,no,not high risk
2014,28,2,Female,African-American,no,not high risk
2013,80,4,Male,Caucasian,no,not high risk
2013,44,15,Male,Hispanic,no,not high risk
2013,20,4,Male,Other,no,high risk
2013,44,9,Male,African-American,yes,not high risk
2013,28,4,Male,Hispanic,no,not high risk
2013,47,0,Male,African-American,no,high risk
2013,19,2,Female,African-American,no,high risk
2013,41,1,Male,Hispanic,no,not high risk
2014,27,2,Female,African-American,no,not high risk
2013,33,4,Male,African-American,no,not high risk
2013,47,0,Male,African-American,no,not high risk
2014,22,2,Female,Other,yes,not high risk
2013,39,3,Female,Caucasian,no,not high risk
2013,25,2,Female,Hispanic,no,not high risk
2013,27,0,Male,Hispanic,no,not high risk
2014,23,5,Male,African-American,yes,high risk
2013,33,4,Male,African-American,no,not high risk
2013,25,5,Male,Caucasian,no,not high risk
2014,30,0,Male,Caucasian,yes,not high risk
2013,20,0,Male,African-American,no,not high risk
2013,26,4,Male,Caucasian,yes,not high risk
2013,30,1,Male,African-American,no,not high risk
2013,33,0,Female,Hispanic,no,not high risk
2013,21,3,Male,African-American,yes,high risk
2013,28,15,Male,African-American,no,high risk
2013,50,0,Male,Caucasian,no,not high risk
2014,31,12,Male,African-American,no,not high risk
2013,60,1,Female,African-American,no,not high risk
2014,19,0,Female,African-American,yes,not high risk
2013,40,1,Male,African-American,no,not high risk
2014,56,4,Male,Caucasian,yes,not high risk
2013,20,0,Female,African-American,yes,not high risk
2013,53,13,Male,Caucasian,no,not high risk
2013,50,0,Female,Caucasian,no,not high risk
2013,53,0,Male,African-American,no,not high risk
2014,35,0,Female,African-American,no,not high risk
2013,48,0,Female,Caucasian,no,not high risk
2013,19,0,Male,African-American,yes,not high risk
2013,41,0,Female,Caucasian,yes,not high risk
2013,27,1,Male,Caucasian,no,not high risk
2013,26,0,Male,Asian,no,not high risk
2013,21,0,Male,Caucasian,no,not high risk
2013,26,7,Male,African-American,yes,high risk
2013,23,3,Female,Caucasian,no,not high risk
2013,21,0,Female,Caucasian,no,not high risk
2013,72,0,Female,African-American,no,not high risk
2013,25,8,Male,African-American,yes,not high risk
2013,26,5,Male,Caucasian,no,not high risk
2013,32,5,Female,African-American,no,not high risk
2013,34,1,Male,Caucasian,no,not high risk
2013,23,2,Male,Caucasian,no,not high risk
2013,24,1,Male,African-American,no,not high risk
2014,24,1,Female,African-American,no,not high risk
2013,25,0,Male,Caucasian,no,not high risk
2013,48,1,Male,Caucasian,yes,not high risk
2014,33,0,Female,Hispanic,no,not high risk
2014,21,0,Female,African-American,no,not high risk
2013,21,2,Female,Hispanic,no,not high risk
2013,30,5,Female,African-American,no,not high risk
2013,56,3,Male,Caucasian,no,not high risk
2013,23,4,Male,Caucasian,yes,not high risk
2013,33,0,Male,Caucasian,yes,not high risk
2014,36,2,Male,Other,no,not high risk
2013,26,2,Male,Hispanic,no,high risk
2013,37,1,Male,Caucasian,no,not high risk
2013,21,2,Male,African-American,no,not high risk
2013,23,0,Female,African-American,no,not high risk
2013,57,5,Male,African-American,no,not high risk
2013,52,6,Female,African-American,no,not high risk
2014,29,4,Male,Caucasian,yes,not high risk
2013,31,0,Male,Caucasian,yes,not high risk
2013,44,2,Male,Caucasian,no,not high risk
2013,48,12,Male,African-American,yes,high risk
2013,23,1,Male,Caucasian,no,not high risk
2013,22,0,Male,Other,yes,not high risk
2013,41,2,Male,Hispanic,yes,not high risk
2013,33,1,Male,Caucasian,yes,not high risk
2013,74,3,Male,Caucasian,no,not high risk
2013,46,0,Male,Caucasian,no,not high risk
2013,28,0,Male,African-American,no,not high risk
2014,27,1,Male,Caucasian,no,not high risk
2013,18,1,Male,African-American,yes,high risk
2013,19,0,Male,African-American,no,not high risk
2014,63,0,Female,African-American,no,not high risk
2014,57,0,Female,Caucasian,no,not high risk
2013,56,0,Male,African-American,no,not high risk
2013,21,0,Male,African-American,no,not high risk
2013,37,0,Male,African-American,no,not high risk
2013,31,10,Male,African-American,yes,high risk
2014,50,1,Male,African-American,no,not high risk
2014,23,15,Male,African-American,yes,high risk
2013,35,2,Male,African-American,yes,not high risk
2013,20,0,Female,African-American,no,high risk
2013,40,0,Male,African-American,no,not high risk
2013,52,0,Male,African-American,no,not high risk
2013,24,2,Male,African-American,yes,not high risk
2013,20,1,Male,Caucasian,no,not high risk
2013,44,0,Female,Other,no,not high risk
2013,23,0,Male,African-American,no,not high risk
2014,39,1,Male,Hispanic,no,not high risk
2013,27,3,Male,Caucasian,no,not high risk
2013,19,0,Male,Caucasian,no,not high risk
2013,29,0,Female,Caucasian,no,not high risk
2013,48,3,Male,African-American,no,not high risk
2014,33,2,Male,Caucasian,no,not high risk
2013,35,3,Female,African-American,no,not high risk
2013,21,0,Male,African-American,yes,high risk
2013,29,3,Female,African-American,no,not high risk
2014,28,4,Female,Caucasian,no,not high risk
2013,39,1,Female,African-American,no,not high risk
2014,38,15,Female,African-American,yes,not high risk
2014,19,0,Male,African-American,no,not high risk
2013,22,0,Male,Caucasian,no,not high risk
2013,38,0,Male,African-American,no,not high risk
2013,36,1,Male,African-American,no,not high risk
2013,20,3,Female,African-American,no,high risk
2013,21,1,Female,African-American,no,not high risk
2013,37,35,Male,African-American,no,high risk
2014,24,4,Female,Other,yes,not high risk
2013,40,0,Male,African-American,no,not high risk
2013,40,0,Male,Caucasian,no,not high risk
2014,43,1,Male,Caucasian,no,not high risk
2013,22,7,Male,African-American,yes,high risk
2013,25,7,Female,Caucasian,no,high risk
2013,31,0,Male,Caucasian,no,not high risk
2013,22,0,Male,Caucasian,no,not high risk
2013,29,5,Male,African-American,no,not high risk
2013,20,0,Male,African-American,no,not high risk
2013,36,0,Male,Caucasian,no,not high risk
2013,24,12,Male,African-American,yes,high risk
2013,33,4,Female,Caucasian,no,not high risk
2013,21,1,Male,African-American,no,not high risk
2013,36,0,Female,African-American,no,not high risk
2013,27,4,Male,African-American,no,not high risk
2013,27,1,Male,Caucasian,no,not high risk
2013,27,0,Female,Caucasian,no,high risk
2013,28,2,Male,African-American,yes,not high risk
2013,38,1,Female,Caucasian,no,not high risk
2013,32,0,Male,Other,no,not high risk
2013,22,0,Female,African-American,no,not high risk
2013,23,1,Female,Caucasian,no,not high risk
2013,34,0,Female,African-American,no,not high risk
2013,31,3,Male,Caucasian,no,not high risk
2013,35,0,Female,Hispanic,no,not high risk
2014,29,0,Female,African-American,no,not high risk
2013,26,0,Female,Caucasian,no,not high risk
2013,19,0,Male,African-American,no,not high risk
2014,49,0,Female,Hispanic,no,not high risk
2014,46,0,Male,African-American,yes,high risk
2013,19,1,Male,African-American,no,not high risk
2013,20,5,Male,African-American,yes,high risk
2013,21,0,Male,Other,no,not high risk
2013,21,0,Female,Caucasian,no,high risk
2013,20,0,Female,Hispanic,no,not high risk
2014,18,0,Female,African-American,yes,not high risk
2014,29,0,Male,Caucasian,yes,not high risk
2013,36,0,Female,Caucasian,yes,not high risk
2013,30,2,Male,African-American,no,not high risk
2014,33,0,Female,Caucasian,no,not high risk
2014,59,1,Male,Hispanic,no,not high risk
2013,37,0,Female,Caucasian,no,not high risk
2013,50,4,Male,African-American,no,not high risk
2013,26,0,Female,Caucasian,no,not high risk
2013,35,2,Male,Hispanic,no,not high risk
2013,53,0,Male,Caucasian,no,not high risk
2013,19,1,Male,African-American,no,not high risk
2013,32,1,Female,African-American,no,not high risk
2013,52,1,Male,Caucasian,no,not high risk
2013,21,2,Male,Hispanic,yes,high risk
2013,38,0,Male,Other,no,not high risk
2013,38,0,Male,Hispanic,no,not high risk
2013,58,12,Male,African-American,no,not high risk
2013,54,3,Male,African-American,no,not high risk
2013,36,2,Female,Caucasian,no,not high risk
2014,22,0,Male,African-American,yes,not high risk
2013,21,3,Male,Caucasian,no,not high risk
2013,18,0,Male,African-American,no,not high risk
2013,42,1,Male,Caucasian,no,high risk
2014,36,1,Female,Caucasian,no,not high risk
2013,30,0,Male,Other,no,not high risk
2013,26,0,Male,African-American,no,not high risk
2013,20,3,Male,African-American,yes,high risk
2013,22,1,Male,Caucasian,no,not high risk
2014,43,0,Male,Other,no,not high risk
2014,19,2,Male,African-American,no,high risk
2013,27,0,Female,African-American,no,not high risk
2013,23,1,Male,African-American,no,not high risk
2013,42,13,Male,Hispanic,no,not high risk
2013,25,2,Male,Caucasian,no,not high risk
2013,46,0,Male,African-American,yes,not high risk
2014,35,1,Male,Hispanic,no,not high risk
2014,19,0,Male,Caucasian,yes,not high risk
2014,26,4,Female,African-American,no,not high risk
2013,25,0,Female,African-American,no,not high risk
2013,56,3,Male,Caucasian,no,not high risk
2014,20,0,Male,Caucasian,yes,not high risk
2013,29,5,Male,African-American,yes,not high risk
2013,30,0,Male,African-American,no,not high risk
2014,20,1,Female,African-American,no,not high risk
2013,29,11,Male,Caucasian,no,high risk
2013,54,2,Male,African-American,no,not high risk
2013,19,0,Male,Caucasian,no,high risk
2013,32,2,Female,African-American,no,not high risk
2013,32,2,Male,Hispanic,no,not high risk
2013,51,1,Female,Caucasian,no,not high risk
2013,26,0,Male,Caucasian,no,high risk
2013,33,0,Female,African-American,no,not high risk
2013,22,0,Male,African-American,no,not high risk
2013,26,2,Male,African-American,no,not high risk
2013,28,0,Male,Hispanic,yes,high risk
2013,60,4,Male,African-American,no,not high risk
2013,36,0,Male,Caucasian,no,not high risk
2014,21,0,Female,African-American,no,not high risk
2013,20,1,Female,African-American,no,not high risk
2013,34,0,Female,Hispanic,no,not high risk
2014,58,1,Female,African-American,no,not high risk
2013,27,9,Male,African-American,yes,not high risk
2013,20,1,Male,African-American,no,not high risk
2013,24,0,Female,African-American,yes,not high risk
2013,35,10,Male,African-American,no,not high risk
2014,40,1,Male,African-American,no,not high risk
2013,28,0,Male,African-American,no,not high risk
2013,41,1,Male,African-American,yes,not high risk
2013,36,0,Male,Caucasian,no,not high risk
2013,28,0,Male,African-American,no,not high risk
2013,31,0,Female,African-American,no,not high risk
2013,18,1,Male,Caucasian,yes,not high risk
2013,21,1,Male,African-American,yes,not high risk
2013,26,0,Female,Caucasian,no,not high risk
